PKEY;ESTADO;NIVELCONTROL;SUCURSAL;SERIE;CODOPERACION;FECHA;AGENTE;REFERENCIA;ENTIDAD;ENTIDAD_NOMBRE;FORMAPAGO;FORMAPAGO_DES;PERIODICIDAD;PERIODICIDAD_DES;TOTALBRUTO;TOTALDTO;TOTALBASE;TOTALIVA;TOTALNETO;CIF_DNI;DOCENTIDAD;FECHADOCENTIDAD;TRANSPORTISTA;TRANSPORTE_FECHA_ENTREGA_ESTIMADA;TRANSPORTE_FECHA_ENTREGA_EFECTIVA;DEPARTAMENTO;DEPARTAMENTO_DESCRIPCION;TOTALTRANSPORTE;ETIQUETA
1308;0;6;1;A;239;14/02/2021 17:30:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;98;0;98;20,58;118,58;A28235658;A12345334;14/02/2021 17:30:00;0;;;0;;0;
1309;0;6;1;A;240;09/01/2021 17:31:00;50;ENERO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;ENERO;09/01/2021 17:31:00;0;;;0;;0;
1310;0;6;1;A;241;17/02/2021 17:31:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;98;0;98;20,58;118,58;A28235658;A12345321A;17/02/2021 17:31:00;0;;;0;;0;
1311;0;6;1;A;242;01/02/2021 17:32:00;50;FEBRERO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;FEBRERO;01/02/2021 17:32:00;0;;;0;;0;
1312;0;6;1;A;243;01/01/2021 17:32:00;50;ENERO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;ENERO;01/01/2021 17:32:00;0;;;0;;0;
1313;3;4;1;A;22;17/02/2021 17:33:00;50;AYUDAS;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;4860;0;4860;697,6;5557,6;B33666547;123456;01/02/2020 0:00:00;0;;;0;;0;
1314;0;6;1;A;244;20/03/2021 17:35:00;50;MARZO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;MARZO;20/03/2021 17:35:00;0;;;0;;0;
1315;0;6;1;A;245;20/03/2021 17:35:00;50;MARZO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;MARZO;20/03/2021 17:35:00;0;;;0;;0;
1317;0;6;1;A;246;20/03/2021 17:36:00;50;MARZO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;MARZO;20/03/2021 17:36:00;0;;;0;;0;
1318;0;6;1;A;247;20/03/2021 17:37:00;50;MARZO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;MARZO;20/03/2021 17:37:00;0;;;0;;0;
1319;3;4;1;A;23;19/02/2021 17:36:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;5592;0;5592;622,5;6214,5;B33666547;142254;20/02/2020 0:00:00;0;;;0;;0;
1320;0;6;1;A;248;20/04/2021 17:37:00;50;ABRIL;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;ABRIL;20/04/2021 17:37:00;0;;;0;;0;
1321;0;6;1;A;249;20/04/2021 17:38:00;50;ABRIL;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;ABRIL;20/04/2021 17:38:00;0;;;0;;0;
1322;0;6;1;A;250;20/04/2021 17:39:00;50;ABRIL;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;ABRIL;20/04/2021 17:39:00;0;;;0;;0;
1323;0;6;1;A;251;20/04/2021 17:39:00;50;ABRIL;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;ABRIL;20/04/2021 17:39:00;0;;;0;;0;
1324;0;6;1;A;252;02/04/2021 17:39:00;50;ABRIL;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;ABRIL;02/04/2021 17:39:00;0;;;0;;0;
1325;6;5;1;A;22;27/02/2021 17:40:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;5592;0;5592;622,5;6214,5;B33666547;133254;27/02/2021 17:40:00;0;;;0;;0;
1326;0;6;1;A;253;01/04/2021 17:40:00;50;ABRIL;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;ABRIL;01/04/2021 17:40:00;0;;;0;;0;
1327;0;6;1;A;254;19/02/2021 17:48:00;50;;25220;EL PARKING;3;DOMICILIACION LA CAIXA;1;A LA VISTA;32;0;32;0;32;A28636352;2020555572;19/02/2021 17:48:00;0;;;0;;0;
1328;6;5;1;a;23;15/02/2021 18:08:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;521,3;75,59;445,71;93,6;539,31;B33555214;15422;15/02/2021 18:08:00;0;;;0;;0;
1329;6;5;1;A;24;25/04/2021 19:38:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;26,5;0;26,5;5,57;32,07;B33666547;2020045;25/04/2021 19:38:00;0;;;0;;0;
1330;0;6;1;A;255;05/05/2021 17:24:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000103;05/05/2021 17:24:00;0;;;0;;0;
1331;0;6;1;A;256;04/05/2021 17:24:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1205;04/05/2021 17:24:00;0;;;0;;0;
1332;0;6;1;A;257;05/05/2021 17:28:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;05/05/2021 17:28:00;0;;;0;;0;
1333;0;6;1;A;258;02/05/2021 17:41:00;50;MAYO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;MAYO;02/05/2021 17:41:00;0;;;0;;0;
1334;0;6;1;A;259;20/05/2021 17:42:00;50;MAYO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;MAYO;20/05/2021 17:42:00;0;;;0;;0;
1335;0;6;1;A;260;20/05/2021 17:43:00;50;MAYO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;MAYO;20/05/2021 17:43:00;0;;;0;;0;
1336;0;6;1;A;261;05/05/2021 17:45:00;50;MAYO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;MAYO;05/05/2021 17:45:00;0;;;0;;0;
1337;0;6;1;A;262;05/05/2021 17:46:00;50;MAYO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;MAYO;05/05/2021 17:46:00;0;;;0;;0;
1338;0;6;1;A;263;05/05/2021 17:47:00;50;MAYO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;MAYO;05/05/2021 17:47:00;0;;;0;;0;
1339;3;4;1;A;24;25/06/2021 20:44:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;235,02;0;235,02;49,35;284,37;B33666547;43022211;25/06/2020 0:00:00;0;;;0;;0;
1340;6;5;1;A;25;26/06/2021 20:45:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;235,02;0;235,02;49,35;284,37;B33666547;43022211;26/06/2021 20:45:00;0;;;0;;0;
1341;0;6;1;A;264;01/06/2021 17:41:00;50;JUNIO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;JUNIO;01/06/2021 17:41:00;0;;;0;;0;
1342;0;6;1;A;265;19/06/2021 17:42:00;50;JUNIO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;JUNIO;19/06/2021 17:42:00;0;;;0;;0;
1343;0;6;1;A;266;19/06/2021 17:43:00;50;JUNIO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;JUNIO;19/06/2021 17:43:00;0;;;0;;0;
1344;0;6;1;A;267;04/06/2021 17:45:00;50;JUNIO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;JUNIO;04/06/2021 17:45:00;0;;;0;;0;
1345;0;6;1;A;268;04/06/2021 17:46:00;50;JUNIO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;JUNIO;04/06/2021 17:46:00;0;;;0;;0;
1346;0;6;1;A;269;04/06/2021 17:47:00;50;JUNIO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;JUNIO;04/06/2021 17:47:00;0;;;0;;0;
1347;0;6;1;A;270;04/06/2021 17:24:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000103;04/06/2021 17:24:00;0;;;0;;0;
1348;0;6;1;A;271;03/06/2021 17:24:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1205;03/06/2021 17:24:00;0;;;0;;0;
1349;0;6;1;A;272;04/06/2021 17:28:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;04/06/2021 17:28:00;0;;;0;;0;
1350;6;6;1;A;273;01/07/2021 18:57:00;50;JULIO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;JULIO;01/07/2021 18:57:00;0;;;0;;0;
1351;3;4;1;A;25;02/06/2021 10:54:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;2845;0;2845;597,45;3442,45;B33666547;145554A;02/06/2020 0:00:00;0;;;0;;0;
1352;0;6;1;A;274;01/06/2021 10:58:00;50;JUNIO;25228;Anton;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1750;0;1750;0;1750;99888777F;JUNIO;01/06/2021 10:58:00;0;;;0;;0;
1353;0;6;1;A;275;01/06/2021 11:00:00;50;JUNIO;25229;Javi;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1750;0;1750;0;1750;65470254H;JUNIO;01/06/2021 11:00:00;0;;;0;;0;
1354;3;4;1;a;26;15/06/2021 11:05:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;186,5;27,04;159,46;33,49;192,95;B33555214;123456887;15/06/2020 0:00:00;0;;;0;;0;
1355;0;6;1;A;276;14/06/2021 11:08:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;80;0;80;16,8;96,8;A28235658;AR11254;14/06/2021 11:08:00;0;;;0;;0;
1356;0;6;1;A;277;28/06/2021 11:11:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;80;0;80;16,8;96,8;A28235658;AR1125455;28/06/2021 11:11:00;0;;;0;;0;
1357;0;6;1;A;278;28/06/2021 11:12:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;1978;0;1978;415,38;2393,38;B33555447;A2020000125;28/06/2021 11:12:00;0;;;0;;0;
1358;0;6;1;A;279;28/06/2021 11:15:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;237;0;237;49,77;286,77;B33555447;202000444;28/06/2021 11:15:00;0;;;0;;0;
1359;0;6;1;A;280;15/06/2021 11:22:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;333331266;15/06/2021 11:22:00;0;;;0;;0;
1360;6;5;1;A;26;10/07/2021 16:44:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;2845;0;2845;597,45;3442,45;B33666547;145554Ab;10/07/2021 16:44:00;0;;;0;;0;
1361;6;5;1;a;27;18/07/2021 16:44:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;186,5;27,04;159,46;33,49;192,95;B33555214;123456887a;18/07/2021 16:44:00;0;;;0;;0;
1362;2;2;101;a;22;09/06/2021 11:10:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,9;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1363;3;4;101;a;27;09/06/2021 11:15:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,62;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1364;6;5;101;a;28;09/06/2021 11:16:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;1000;145;855;179,55;1079,01;B33555214;1348;09/06/2021 11:16:00;0;;;0;;0;
1365;2;2;1;A;23;03/07/2021 14:09:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;362,5;0;362,5;76,13;438,63;B33666547;;01/01/1899 0:00:00;0;;;0;;0;
1366;3;4;1;A;28;03/07/2021 14:19:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;362,5;0;362,5;76,13;438,63;B33666547;pedidoaa;03/07/2020 0:00:00;0;;;0;;0;
1367;6;5;1;A;29;06/07/2021 0:00:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;362,5;0;362,5;76,13;457,48;B33666547;pedidoaa;06/07/2021 0:00:00;0;;;0;;0;
1368;2;2;101;a;24;09/07/2021 11:10:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,9;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1369;3;4;1;A;29;25/07/2021 20:44:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;235,02;0;235,02;49,35;284,37;B33666547;43022211;25/06/2020 0:00:00;0;;;0;;0;
1370;3;4;1;A;30;02/07/2021 10:54:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;2845;0;2845;597,45;3442,45;B33666547;145554A;02/06/2020 0:00:00;0;;;0;;0;
1371;3;4;1;a;31;15/07/2021 11:05:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;186,5;27,04;159,46;33,49;192,95;B33555214;123456887;15/06/2020 0:00:00;0;;;0;;0;
1372;3;4;101;a;32;09/07/2021 11:15:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,62;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1373;6;5;1;A;30;26/07/2021 20:45:00;50;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;235,02;0;235,02;49,35;284,37;B33666547;43022211;26/07/2021 20:45:00;0;;;0;;0;
1374;6;5;101;a;31;09/07/2021 11:16:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;1000;145;855;179,55;1079,01;B33555214;1348;09/07/2021 11:16:00;0;;;0;;0;
1375;6;6;1;A;281;01/07/2021 17:41:00;50;JULIO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;JULIO;01/07/2021 17:41:00;0;;;0;;0;
1376;6;6;1;A;282;19/07/2021 17:42:00;50;JULIO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;JULIO;19/07/2021 17:42:00;0;;;0;;0;
1377;6;6;1;A;283;19/07/2021 17:43:00;50;JULIO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;JULIO;19/07/2021 17:43:00;0;;;0;;0;
1378;6;6;1;A;284;04/07/2021 17:45:00;50;JULIO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;JULIO;04/07/2021 17:45:00;0;;;0;;0;
1379;6;6;1;A;285;04/07/2021 17:46:00;50;JULIO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;JULIO;04/07/2021 17:46:00;0;;;0;;0;
1380;6;6;1;A;286;04/07/2021 17:47:00;50;JULIO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;JULIO;04/07/2021 17:47:00;0;;;0;;0;
1381;6;6;1;A;287;04/07/2021 17:24:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000103;04/07/2021 17:24:00;0;;;0;;0;
1382;6;6;1;A;288;03/07/2021 17:24:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1205;03/07/2021 17:24:00;0;;;0;;0;
1383;6;6;1;A;289;04/07/2021 17:28:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;04/07/2021 17:28:00;0;;;0;;0;
1384;6;6;1;A;290;31/07/2021 18:57:00;50;JULIO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;JULIO;31/07/2021 18:57:00;0;;;0;;0;
1385;6;6;1;A;291;01/07/2021 10:58:00;50;JULIO;25228;Anton;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1750;0;1750;0;1750;99888777F;JULIO;01/07/2021 10:58:00;0;;;0;;0;
1386;6;6;1;A;292;01/07/2021 11:00:00;50;JULIO;25229;Javi;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1750;0;1750;0;1750;65470254H;JULIO;01/07/2021 11:00:00;0;;;0;;0;
1387;6;6;1;A;293;14/07/2021 11:08:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;80;0;80;16,8;96,8;A28235658;AR11254;14/07/2021 11:08:00;0;;;0;;0;
1388;6;6;1;A;294;28/07/2021 11:11:00;50;;25225;REPSOL;2;TARJETA LA CAIXA;1;A LA VISTA;80;0;80;16,8;96,8;A28235658;AR1125455;28/07/2021 11:11:00;0;;;0;;0;
1389;6;6;1;A;295;28/07/2021 11:12:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;1978;0;1978;415,38;2393,38;B33555447;A2020000125;28/07/2021 11:12:00;0;;;0;;0;
1390;6;6;1;A;296;28/07/2021 11:15:00;50;;25216;informatica ovetense;3;DOMICILIACION LA CAIXA;2;30 DIAS;237;0;237;49,77;286,77;B33555447;202000444;28/07/2021 11:15:00;0;;;0;;0;
1391;6;6;1;A;297;15/07/2021 11:22:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;333331266;15/07/2021 11:22:00;0;;;0;;0;
1392;6;6;1;A;298;04/07/2021 17:24:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000103;04/07/2021 17:24:00;0;;;0;;0;
1393;6;6;1;A;299;03/07/2021 17:24:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1205;03/07/2021 17:24:00;0;;;0;;0;
1394;6;6;1;A;300;04/07/2021 17:28:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;2;04/07/2021 17:28:00;0;;;0;;0;
1395;6;6;1;A;301;18/08/2021 17:42:00;50;AGOSTO;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;AGOSTO;18/08/2021 17:42:00;0;;;0;;0;
1396;6;6;1;A;302;18/08/2021 17:43:00;50;AGOSTO;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;AGOSTO;18/08/2021 17:43:00;0;;;0;;0;
1397;6;6;1;A;303;03/08/2021 17:45:00;50;AGOSTO;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;AGOSTO;03/08/2021 17:45:00;0;;;0;;0;
1398;6;6;1;A;304;03/08/2021 17:46:00;50;AGOSTO;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;AGOSTO;03/08/2021 17:46:00;0;;;0;;0;
1399;6;6;1;A;305;03/08/2021 17:47:00;50;AGOSTO;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;AGOSTO;03/08/2021 17:47:00;0;;;0;;0;
1400;6;6;1;A;306;02/09/2021 17:24:00;50;SEPTIEMBRE;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;SEPTIEMBRE;02/09/2021 17:24:00;0;;;0;;0;
1401;6;6;1;A;307;01/09/2021 17:24:00;50;SEPTIEMBRE;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;SEPTIEMBRE;01/09/2021 17:24:00;0;;;0;;0;
1402;6;6;1;A;308;02/09/2021 17:28:00;50;SEPTIEMBRE;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;SEPTIEMBRE;02/09/2021 17:28:00;0;;;0;;0;
1403;6;6;1;A;309;30/08/2021 17:41:00;50;AGOSTO;51;Julia;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1720;0;1720;0;1720;09564215X;AGOSTO;30/08/2021 17:41:00;0;;;0;;0;
1404;6;6;1;A;310;17/09/2021 17:42:00;50;SEPTIEMBRE;25223;Maria Roblades;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;05642630V;SEPTIEMBRE;17/09/2021 17:42:00;0;;;0;;0;
1405;6;6;1;A;311;17/09/2021 17:43:00;50;SEPTIEMBRE;111;Maira;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;66666666Q;SEPTIEMBRE;17/09/2021 17:43:00;0;;;0;;0;
1406;6;6;1;A;312;02/09/2021 17:45:00;50;SEPTIEMBRE;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;SEPTIEMBRE;02/09/2021 17:45:00;0;;;0;;0;
1407;6;6;1;A;313;02/09/2021 17:46:00;50;SEPTIEMBRE;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;SEPTIEMBRE;02/09/2021 17:46:00;0;;;0;;0;
1408;6;6;1;A;314;02/09/2021 17:47:00;50;SEPTIEMBRE;50;Marta;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2100;0;2100;0;2100;09546325Z;SEPTIEMBRE;02/09/2021 17:47:00;0;;;0;;0;
1409;6;6;1;A;315;29/09/2021 17:34:00;50;;25219;SerAgua;3;DOMICILIACION LA CAIXA;1;A LA VISTA;112;0;112;23,52;135,52;A03221325;1200;29/09/2021 17:34:00;0;;;0;;0;
1410;6;6;1;A;316;29/09/2021 17:35:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;42,35;A08663619;333;29/09/2021 17:35:00;0;;;0;;0;
1411;6;6;1;A;317;30/09/2021 17:37:00;50;;25214;LA CAIXA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;35;0;35;7,35;44,17;A08663619;333;30/09/2021 17:37:00;0;;;0;;0;
1412;6;6;1;A;318;29/09/2021 17:38:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;108,13;B33556889;20200001;29/09/2021 17:38:00;0;;;0;;0;
1413;6;6;1;A;319;29/09/2021 17:39:00;50;;102;(TO) TODO PAPEL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;89,36;0;89,36;18,77;112,78;B33556889;20200001;29/09/2021 17:39:00;0;;;0;;0;
1414;6;6;1;A;320;28/09/2021 17:42:00;50;;25213;AXA SEGUROS;3;DOMICILIACION LA CAIXA;1;A LA VISTA;945;0;945;0;945;A33564221;202001000;28/09/2021 17:42:00;0;;;0;;0;
1415;6;6;1;A;321;28/09/2021 17:43:00;50;;25218;Martin Gomez [alquiler];3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;315;1815;09656021T;1;28/09/2021 17:43:00;0;;;0;;0;
1416;6;6;1;A;322;27/09/2021 17:51:00;50;OCTUBRE;53;Manuel;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;96968654X;ENERO;27/09/2021 17:51:00;0;;;0;;0;
1417;6;6;1;A;323;29/09/2021 17:20:00;50;;25212;EDP ENERGIA, S.A.U.;3;DOMICILIACION LA CAIXA;1;A LA VISTA;150,35;0;150,35;31,57;181,92;A33543547;12000003;29/09/2021 17:20:00;0;;;0;;0;
1418;6;6;1;A;324;28/09/2021 17:32:00;50;OCTUBRE;52;Fran;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;1645;0;1645;0;1645;09385652L;ENERO;28/09/2021 17:32:00;0;;;0;;0;
1707;3;4;1;a;33;14/10/2021 12:18:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;186,5;27,04;159,46;33,49;192,95;B33555214;123456887;15/06/2020 0:00:00;0;;;0;;0;
1708;3;4;101;a;34;14/10/2021 12:18:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,9;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1709;3;4;101;a;35;14/10/2021 12:18:00;25229;;101;Ferretería Real;1;CONTADO;2;30 DIAS;6,4;0,93;5,47;1,15;6,9;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
1710;0;5;1;A;32;14/10/2021 0:00:00;54;;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;4860;0;4860;697,6;5557,6;B33666547;123456;01/02/2020 0:00:00;0;;;0;;0;
1711;0;5;1;A;33;14/10/2021 0:00:00;54;;101;Ferretería Real;1;CONTADO;2;30 DIAS;199,3;28,9;170,4;35,78;206,18;B33555214;123456887;15/06/2020 0:00:00;0;;;0;;0;
1712;0;5;1;A;34;15/10/2021 11:30:00;54;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;162;0;162;31,98;193,98;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
1717;2;2;1;A;25;18/10/2021 12:19:00;25240;;101;Ferretería Real;1;CONTADO;2;30 DIAS;148;21,46;126,54;0;126,54;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
